report_component_id,component_type,section_id,catalogue_item_id,source_artifact_id,source_field_path,source_sha256
RPT-T13.row.20,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD1-SPICULATION,ART-P9-SPATIAL,models.learned_softmax_gam.folds[1].targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.21,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD1-SUBTLETY,ART-P9-SPATIAL,models.learned_softmax_gam.folds[1].targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.22,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD1-TEXTURE,ART-P9-SPATIAL,models.learned_softmax_gam.folds[1].targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.23,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD2-CALCIFICATION,ART-P9-SPATIAL,models.learned_softmax_gam.folds[2].targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.24,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD2-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.learned_softmax_gam.folds[2].targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.25,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD2-LOBULATION,ART-P9-SPATIAL,models.learned_softmax_gam.folds[2].targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.26,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD2-MALIGNANCY,ART-P9-SPATIAL,models.learned_softmax_gam.folds[2].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.27,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD2-MARGIN,ART-P9-SPATIAL,models.learned_softmax_gam.folds[2].targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.28,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD2-SPHERICITY,ART-P9-SPATIAL,models.learned_softmax_gam.folds[2].targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.29,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD2-SPICULATION,ART-P9-SPATIAL,models.learned_softmax_gam.folds[2].targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.30,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD2-SUBTLETY,ART-P9-SPATIAL,models.learned_softmax_gam.folds[2].targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.31,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD2-TEXTURE,ART-P9-SPATIAL,models.learned_softmax_gam.folds[2].targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.32,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD3-CALCIFICATION,ART-P9-SPATIAL,models.learned_softmax_gam.folds[3].targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.33,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD3-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.learned_softmax_gam.folds[3].targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.34,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD3-LOBULATION,ART-P9-SPATIAL,models.learned_softmax_gam.folds[3].targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.35,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD3-MALIGNANCY,ART-P9-SPATIAL,models.learned_softmax_gam.folds[3].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.36,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD3-MARGIN,ART-P9-SPATIAL,models.learned_softmax_gam.folds[3].targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.37,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD3-SPHERICITY,ART-P9-SPATIAL,models.learned_softmax_gam.folds[3].targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.38,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD3-SPICULATION,ART-P9-SPATIAL,models.learned_softmax_gam.folds[3].targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.39,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD3-SUBTLETY,ART-P9-SPATIAL,models.learned_softmax_gam.folds[3].targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.40,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD3-TEXTURE,ART-P9-SPATIAL,models.learned_softmax_gam.folds[3].targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.41,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD4-CALCIFICATION,ART-P9-SPATIAL,models.learned_softmax_gam.folds[4].targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.42,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD4-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.learned_softmax_gam.folds[4].targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.43,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD4-LOBULATION,ART-P9-SPATIAL,models.learned_softmax_gam.folds[4].targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.44,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD4-MALIGNANCY,ART-P9-SPATIAL,models.learned_softmax_gam.folds[4].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.45,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD4-MARGIN,ART-P9-SPATIAL,models.learned_softmax_gam.folds[4].targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.46,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD4-SPHERICITY,ART-P9-SPATIAL,models.learned_softmax_gam.folds[4].targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.47,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD4-SPICULATION,ART-P9-SPATIAL,models.learned_softmax_gam.folds[4].targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.48,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD4-SUBTLETY,ART-P9-SPATIAL,models.learned_softmax_gam.folds[4].targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.49,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD4-TEXTURE,ART-P9-SPATIAL,models.learned_softmax_gam.folds[4].targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.50,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD0-CALCIFICATION,ART-P9-SPATIAL,models.mixed_cem.folds[0].targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.51,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD0-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.mixed_cem.folds[0].targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.52,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD0-LOBULATION,ART-P9-SPATIAL,models.mixed_cem.folds[0].targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.53,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD0-MALIGNANCY,ART-P9-SPATIAL,models.mixed_cem.folds[0].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.54,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD0-MARGIN,ART-P9-SPATIAL,models.mixed_cem.folds[0].targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.55,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD0-SPHERICITY,ART-P9-SPATIAL,models.mixed_cem.folds[0].targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.56,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD0-SPICULATION,ART-P9-SPATIAL,models.mixed_cem.folds[0].targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.57,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD0-SUBTLETY,ART-P9-SPATIAL,models.mixed_cem.folds[0].targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.58,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD0-TEXTURE,ART-P9-SPATIAL,models.mixed_cem.folds[0].targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.59,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD1-CALCIFICATION,ART-P9-SPATIAL,models.mixed_cem.folds[1].targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.60,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD1-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.mixed_cem.folds[1].targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.61,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD1-LOBULATION,ART-P9-SPATIAL,models.mixed_cem.folds[1].targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.62,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD1-MALIGNANCY,ART-P9-SPATIAL,models.mixed_cem.folds[1].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.63,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD1-MARGIN,ART-P9-SPATIAL,models.mixed_cem.folds[1].targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.64,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD1-SPHERICITY,ART-P9-SPATIAL,models.mixed_cem.folds[1].targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.65,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD1-SPICULATION,ART-P9-SPATIAL,models.mixed_cem.folds[1].targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.66,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD1-SUBTLETY,ART-P9-SPATIAL,models.mixed_cem.folds[1].targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.67,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD1-TEXTURE,ART-P9-SPATIAL,models.mixed_cem.folds[1].targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.68,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD2-CALCIFICATION,ART-P9-SPATIAL,models.mixed_cem.folds[2].targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.69,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD2-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.mixed_cem.folds[2].targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.70,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD2-LOBULATION,ART-P9-SPATIAL,models.mixed_cem.folds[2].targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.71,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD2-MALIGNANCY,ART-P9-SPATIAL,models.mixed_cem.folds[2].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.72,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD2-MARGIN,ART-P9-SPATIAL,models.mixed_cem.folds[2].targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.73,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD2-SPHERICITY,ART-P9-SPATIAL,models.mixed_cem.folds[2].targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.74,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD2-SPICULATION,ART-P9-SPATIAL,models.mixed_cem.folds[2].targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.75,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD2-SUBTLETY,ART-P9-SPATIAL,models.mixed_cem.folds[2].targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.76,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD2-TEXTURE,ART-P9-SPATIAL,models.mixed_cem.folds[2].targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.77,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD3-CALCIFICATION,ART-P9-SPATIAL,models.mixed_cem.folds[3].targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.78,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD3-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.mixed_cem.folds[3].targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.79,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD3-LOBULATION,ART-P9-SPATIAL,models.mixed_cem.folds[3].targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.80,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD3-MALIGNANCY,ART-P9-SPATIAL,models.mixed_cem.folds[3].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.81,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD3-MARGIN,ART-P9-SPATIAL,models.mixed_cem.folds[3].targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.82,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD3-SPHERICITY,ART-P9-SPATIAL,models.mixed_cem.folds[3].targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.83,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD3-SPICULATION,ART-P9-SPATIAL,models.mixed_cem.folds[3].targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.84,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD3-SUBTLETY,ART-P9-SPATIAL,models.mixed_cem.folds[3].targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.85,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD3-TEXTURE,ART-P9-SPATIAL,models.mixed_cem.folds[3].targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.86,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD4-CALCIFICATION,ART-P9-SPATIAL,models.mixed_cem.folds[4].targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.87,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD4-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.mixed_cem.folds[4].targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.88,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD4-LOBULATION,ART-P9-SPATIAL,models.mixed_cem.folds[4].targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.89,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD4-MALIGNANCY,ART-P9-SPATIAL,models.mixed_cem.folds[4].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.90,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD4-MARGIN,ART-P9-SPATIAL,models.mixed_cem.folds[4].targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.91,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD4-SPHERICITY,ART-P9-SPATIAL,models.mixed_cem.folds[4].targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.92,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD4-SPICULATION,ART-P9-SPATIAL,models.mixed_cem.folds[4].targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.93,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD4-SUBTLETY,ART-P9-SPATIAL,models.mixed_cem.folds[4].targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.94,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-MIXED_CEM-FOLD4-TEXTURE,ART-P9-SPATIAL,models.mixed_cem.folds[4].targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.95,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-CALCIFICATION,ART-P9-SPATIAL,models.standard_cbm.folds[0].targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.96,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.standard_cbm.folds[0].targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.97,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-LOBULATION,ART-P9-SPATIAL,models.standard_cbm.folds[0].targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.98,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-MALIGNANCY,ART-P9-SPATIAL,models.standard_cbm.folds[0].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.99,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-MARGIN,ART-P9-SPATIAL,models.standard_cbm.folds[0].targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.100,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-SPHERICITY,ART-P9-SPATIAL,models.standard_cbm.folds[0].targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.101,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-SPICULATION,ART-P9-SPATIAL,models.standard_cbm.folds[0].targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.102,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-SUBTLETY,ART-P9-SPATIAL,models.standard_cbm.folds[0].targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.103,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD0-TEXTURE,ART-P9-SPATIAL,models.standard_cbm.folds[0].targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.104,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-CALCIFICATION,ART-P9-SPATIAL,models.standard_cbm.folds[1].targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.105,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-INTERNALSTRUCTURE,ART-P9-SPATIAL,models.standard_cbm.folds[1].targets.internalStructure,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.106,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-LOBULATION,ART-P9-SPATIAL,models.standard_cbm.folds[1].targets.lobulation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.107,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-MALIGNANCY,ART-P9-SPATIAL,models.standard_cbm.folds[1].targets.malignancy,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.108,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-MARGIN,ART-P9-SPATIAL,models.standard_cbm.folds[1].targets.margin,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.109,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-SPHERICITY,ART-P9-SPATIAL,models.standard_cbm.folds[1].targets.sphericity,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.110,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-SPICULATION,ART-P9-SPATIAL,models.standard_cbm.folds[1].targets.spiculation,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.111,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-SUBTLETY,ART-P9-SPATIAL,models.standard_cbm.folds[1].targets.subtlety,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.112,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD1-TEXTURE,ART-P9-SPATIAL,models.standard_cbm.folds[1].targets.texture,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
RPT-T13.row.113,table_row,SEC-RESULTS-WHERE,RES-P9-GRADCAM-STANDARD_CBM-FOLD2-CALCIFICATION,ART-P9-SPATIAL,models.standard_cbm.folds[2].targets.calcification,64656d54e573e2ce8c626c6403e6dc295498d233dd90c4152efcd12b9240cfbf
